station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"suwanotaira-aomori-nanbumachi","諏訪ノ平","すわノたいら","スワノタイラ","さ","katakana_remains;special_char"
"suzukasaakittoinao-mie-suzukashi","鈴鹿サーキット稲生","すずかサーキットいなおい","スズカサーキットイナオイ","さ","katakana_remains"
"tagataishamae-shiga-tagamachi","多賀大社前","たがたいしゃまえ","タガタイシャマエ","た","special_char"
"tainohama-tokushima-minamimachi","田井ノ浜","だいノはま","ダイノハマ","た","katakana_remains;special_char"
"tainose-wakayama-wakayamashi","田井ノ瀬","たいノせ","タイノセ","た","katakana_remains;special_char"
"takami-gifu-gifushi","田神","たがみ","タガミ","た","special_char"
"takaminosato-osaka-matsubarashi","高見ノ里","こうけんノさと","コウケンノサト","か","katakana_remains;special_char"
"takanawageetouei-tokyo-minatoku","高輪ゲートウェイ","たかなわゲートウェイ","タカナワゲートウェイ","た","katakana_remains"
"takanoko-ehime-matsuyamashi","鷹ノ子","たかノこ","タカノコ","た","katakana_remains;special_char"
"takanomiya-shimane-matsueshi","高ノ宮","たかノみや","タカノミヤ","た","katakana_remains;special_char"
"takanosu-akita-kitaakitashi","鷹ノ巣","たかノす","タカノス","た","katakana_remains;special_char"
"takarakeike-kyoto-kyoutoshi","宝ヶ池","たからヶち","タカラヶチ","た","kanji_remains;katakana_remains;special_char"
"takasujinja-osaka-sakaishi","高須神社","たかすじんじゃ","タカスジンジャ","た","special_char"
"takenjinjamae-aichi-omakishi","田県神社前","たがたじんじゃまえ","タガタジンジャマエ","た","special_char"
"takenotsuka-tokyo-adachiku","竹ノ塚","たけノつか","タケノツカ","た","katakana_remains;special_char"
"takeyukihashi-kagoshima-kagoshimashi","武之橋","たけゆききょう","タケユキキョウ","た","special_char"
"takinokan-akita-hachiminemachi","滝ノ間","たきノま","タキノマ","た","katakana_remains;special_char"
"takinoue-hokkaido-yuubarishi","滝ノ上","たきノうえ","タキノウエ","た","katakana_remains;special_char"
"tamanoi-aichi-ichinomiyashi","玉ノ井","たまノい","タマノイ","た","katakana_remains;special_char"
"tamapuraaza-kanagawa-yokohamashi","たまプラーザ","たまプラーザ","タマプラーザ","た","katakana_remains"
"tamasentaa-tokyo-tamashi","多摩センター","たまセンター","タマセンター","た","katakana_remains"
"tamayukikou-ehime-saijoushi","玉之江","たまのえ","タマノエ","た","special_char"
"tanboaato-aomori-inakadatemura","田んぼアート","たんぼアート","タンボアート","た","katakana_remains"
"tangokanzaki-kyoto-maizurushi","丹後神崎","たんごかんざき","タンゴカンザキ","た","special_char"
"taniyukikuchi-miyazaki-nichinanshi","谷之口","たにのくち","タニノクチ","た","special_char"
"tanosato-kochi-susakishi","多ノ郷","おおノごう","オオノゴウ","あ","katakana_remains;special_char"
"taroumaruenzerurando-fukui-sakaishi","太郎丸エンゼルランド","たろうまるエンゼルランド","タロウマルエンゼルランド","た","katakana_remains"
"tatsumikeoka-aichi-aguimachi","巽ヶ丘","たつみがおか","タツミガオカ","た","special_char"
"tekunosakaki-nagano-sakakimachi","テクノさかき","テクノさかき","テクノサカキ","その他","katakana_remains;special_char"
"tenjin-fukuoka-fukuokashi","天神","てんじん","テンジン","た","special_char"
"tenjinbashisujirokuchoume-osaka-oosakashi","天神橋筋六丁目","てんじんばしすじろくちょうめ","テンジンバシスジロクチョウメ","た","special_char"
"tenjinkawa-hiroshima-hiroshimashi","天神川","てんじんかわ","テンジンカワ","た","special_char"
"tenjinminami-fukuoka-fukuokashi","天神南","てんじんみなみ","テンジンミナミ","た","special_char"
"tenjinnomori-osaka-oosakashi","天神ノ森","てんじんノもり","テンジンノモリ","た","katakana_remains;special_char"
"tenjinyama-oita-yuushi","天神山","てんじんやま","テンジンヤマ","た","special_char"
"tenkese-oita-nittashi","天ヶ瀬","あまがせ","アマガセ","あ","special_char"
"tennouzuairu-tokyo-shinagawaku","天王洲アイル","てんのうしゅうアイル","テンノウシュウアイル","た","katakana_remains"
"tenoko-yamagata-iidemachi","手ノ子","てノこ","テノコ","た","katakana_remains;special_char"
"tenou-hiroshima-kureshi","天応","てん応","テン応","た","kanji_remains"
"terekomusentaa-tokyo-koutouku","テレコムセンター","テレコムセンター","テレコムセンター","その他","katakana_remains"
"tetsunai-kochi-kouchishi","咥内","咥ない","咥ナイ","その他","kanji_remains"
"todenzatsutsukasaketani-tokyo-toshimaku","都電雑司ヶ谷","とでんぞうしがや","トデンゾウシガヤ","た","special_char"
"tokushige.nagoyageidai-aichi-kitanagoyashi","徳重・名古屋芸大","とくしげ・なごやげいだい","トクシゲ・ナゴヤゲイダイ","た","katakana_remains"
"tomamu-hokkaido-shimukappumura","トマム","トマム","トマム","その他","katakana_remains"
"toranomon-tokyo-minatoku","虎ノ門","とらノもん","トラノモン","た","katakana_remains;special_char"
"toranomonhiruzu-tokyo-minatoku","虎ノ門ヒルズ","とらノもんヒルズ","トラノモンヒルズ","た","katakana_remains;special_char"
"toreedosentaamae-osaka-oosakashi","トレードセンター前","トレードセンターまえ","トレードセンターマエ","その他","katakana_remains"
"torinoki-ehime-iyoshi","鳥ノ木","とりノき","トリノキ","た","katakana_remains;special_char"
"torokkoarashiyama-kyoto-kyoutoshi","トロッコ嵐山","トロッコあらしやま","トロッコアラシヤマ","その他","katakana_remains"
"torokkohozukyou-kyoto-kyoutoshi","トロッコ保津峡","トロッコほづきょう","トロッコホヅキョウ","その他","katakana_remains"
"torokkokameoka-kyoto-kameokashi","トロッコ亀岡","トロッコかめおか","トロッコカメオカ","その他","katakana_remains"
"torokkosaga-kyoto-kyoutoshi","トロッコ嵯峨","トロッコさが","トロッコサガ","その他","katakana_remains"
"tottorinosou-osaka-hannanshi","鳥取ノ荘","とっとりノしょう","トットリノショウ","た","katakana_remains;special_char"
"toubuwaarudosukuuea-tochigi-nikkoushi","東武ワールドスクウェア","とうぶワールドスクウェア","トウブワールドスクウェア","た","katakana_remains"
"toujiin.ritsumeikandaigakukinugasakyanpasumae-kyoto-kyoutoshi","等持院・立命館大学衣笠キャンパス前","とうじいん・りつめいかんだいがくきぬがさキャンパスまえ","トウジイン・リツメイカンダイガクキヌガサキャンパスマエ","た","katakana_remains;long_reading"
"toukaikami-chiba-funabashishi","東海神","とうかいしん","トウカイシン","た","special_char"
"toukyoubiggusaito-tokyo-koutouku","東京ビッグサイト","とうきょうビッグサイト","トウキョウビッグサイト","た","katakana_remains"
"toukyoudizuniirando･suteeshon-chiba-urayasushi","東京ディズニーランド･ステーション","とうきょうディズニーランド･ステーション","トウキョウディズニーランド･ステーション","た","katakana_remains;long_reading"
"toukyoudizuniishii･suteeshon-chiba-urayasushi","東京ディズニーシー･ステーション","とうきょうディズニーシー･ステーション","トウキョウディズニーシー･ステーション","た","katakana_remains"
"toukyoukokusaikuruuzutaaminaru-tokyo-koutouku","東京国際クルーズターミナル","とうきょうこくさいクルーズターミナル","トウキョウコクサイクルーズターミナル","た","katakana_remains"
"toukyousukaitsurii-tokyo-sumidaku","とうきょうスカイツリー","とうきょうスカイツリー","トウキョウスカイツリー","た","katakana_remains"
"toukyouterepooto-tokyo-koutouku","東京テレポート","とうきょうテレポート","トウキョウテレポート","た","katakana_remains"
"tounaminokou-ibaraki-shimozumashi","騰波ノ江","とばノえ","トバノエ","た","katakana_remains;special_char"
"tounosawa-kanagawa-hakonemachi","塔ノ沢","とうノさわ","トウノサワ","た","katakana_remains;special_char"
