station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"isahayahigashikoukou-nagasaki-soushi","諫早東高校","諫はやひがしこうこう","諫ハヤヒガシコウコウ","その他","kanji_remains"
"isahaya（unzen.shimabarakuchi）-nagasaki-soushi","諫早（雲仙・島原口）","諫はや（うんぜん・しまばらぐち）","諫ハヤ（ウンゼン・シマバラグチ）","その他","kanji_remains;katakana_remains"
"ishigamimae-tokyo-oumeshi","石神前","いしがみまえ","イシガミマエ","あ","special_char"
"ishikawapuurumae-aomori-hirosakishi","石川プール前","いしかわプールまえ","イシカワプールマエ","あ","katakana_remains"
"ishiuchidamu-kumamoto-joushi","石打ダム","いしうちダム","イシウチダム","あ","katakana_remains"
"isonoura-wakayama-wakayamashi","磯ノ浦","いそノうら","イソノウラ","あ","katakana_remains;special_char"
"issha-aichi-nagoyashi","一社","いちしゃ","イチシャ","あ","special_char"
"isuzukeoka-mie-iseshi","五十鈴ヶ丘","いすずヶおか","イスズヶオカ","あ","kanji_remains;katakana_remains;special_char"
"iwaharasukiibamae-niigata-yuzawamachi","岩原スキー場前","いわはらスキーじょうまえ","イワハラスキージョウマエ","あ","katakana_remains"
"iwanoshita-iwate-ichizekishi","岩ノ下","いわノした","イワノシタ","あ","katakana_remains;special_char"
"izumigaoka-osaka-sakaishi","泉ヶ丘","いずみがおか","イズミガオカ","あ","special_char"
"izumojinzai-shimane-izumoshi","出雲神西","いずものかみにし","イズモノカミニシ","あ","special_char"
"izumokagakukanpaakutaunmae-shimane-izumoshi","出雲科学館パークタウン前","いずもかがくかんパークタウンまえ","イズモカガクカンパークタウンマエ","あ","katakana_remains"
"izumotaishamae-shimane-izumoshi","出雲大社前","いずもたいしゃまえ","イズモタイシャマエ","あ","special_char"
"jinbohara-saitama-kamizatomachi","神保原","じんぼはら","ジンボハラ","さ","special_char"
"jinbouchou-tokyo-chiyodaku","神保町","じんぼうまち","ジンボウマチ","さ","special_char"
"jinguuji-akita-daisenshi","神宮寺","じんぐうじ","ジングウジ","さ","special_char"
"jinguumae-aichi-nagoyashi","神宮前","じんぐうまえ","ジングウマエ","さ","special_char"
"jinguumarutamachi-kyoto-kyoutoshi","神宮丸太町","じんぐうまるたまち","ジングウマルタマチ","さ","special_char"
"jinguunishi-aichi-nagoyashi","神宮西","じんぐうにし","ジングウニシ","さ","special_char"
"jinmachi-yamagata-higashineshi","神町","じんまち","ジンマチ","さ","special_char"
"jinmei-fukui-sabaeshi","神明","しんめい","シンメイ","さ","special_char"
"jinmutera-kanagawa-zushishi","神武寺","じんむてら","ジンムテラ","さ","special_char"
"jinzuikousaten-kumamoto-kumamotoshi","神水交差点","じんずいこうさてん","ジンズイコウサテン","さ","special_char"
"jiyatokomae-shizuoka-fujishi","ジヤトコ前","ジヤトコまえ","ジヤトコマエ","その他","katakana_remains"
"jiyuugaoka-aichi-nagoyashi","自由ヶ丘","じゆうがおか","ジユウガオカ","さ","special_char"
"jouetsukokusaisukiibamae-niigata-minamiuonumashi","上越国際スキー場前","じょうえつこくさいスキーじょうまえ","ジョウエツコクサイスキージョウマエ","さ","katakana_remains"
"jougasakikaigan-shizuoka-itoushi","城ヶ崎海岸","じょうがさきかいがん","ジョウガサキカイガン","さ","special_char"
"joumonshouketa-akita-kitaakitashi","縄文小ヶ田","じょうもんおがた","ジョウモンオガタ","さ","special_char"
"joushuuichinomiya-gunma-tomiokashi","上州一ノ宮","うえしゅういちノみや","ウエシュウイチノミヤ","あ","katakana_remains;special_char"
"juufukeuromikishi-iwate-nodamura","十府ヶ浦海岸","とふがうらかいがん","トフガウラカイガン","た","special_char"
"juunokou-osaka-oosakashi","住ノ江","すみノえ","スミノエ","さ","katakana_remains;special_char"
"jvirejji-fukushima-narahamachi","Jヴィレッジ","Jヴィレッジ","jヴィレッジ","その他","katakana_remains"
"kagamikehara-gifu-kagamiharashi","各務ケ原","かがみがはら","カガミガハラ","か","special_char"
"kaguraoka-hokkaido-asahikawashi","神楽岡","かぐらおか","カグラオカ","か","special_char"
"kagurazaka-tokyo-shinjukuku","神楽坂","かぐらざか","カグラザカ","か","special_char"
"kaikonosha-kyoto-kyoutoshi","蚕ノ社","かいこノしゃ","カイコノシャ","か","katakana_remains;special_char"
"kairakuen-ibaraki-mitoshi","偕楽園","偕らくえん","偕ラクエン","その他","kanji_remains"
"kakarikan-hokkaido-morimachi","掛澗","かけ澗","カケ澗","か","kanji_remains"
"kakikeshima-fukui-oonoshi","柿ケ島","かきがしま","カキガシマ","か","special_char"
"kamakefuchi-toyama-tateyamamachi","釜ヶ淵","かまヶふち","カマヶフチ","か","kanji_remains;katakana_remains;special_char"
"kamaketani-chiba-kamagayashi","鎌ヶ谷","かまがや","カマガヤ","か","special_char"
"kamaketanidaibutsu-chiba-kamagayashi","鎌ヶ谷大仏","かまがやだいぶつ","カマガヤダイブツ","か","special_char"
"kamanohana-nagasaki-soushi","釜ノ鼻","かまノはな","カマノハナ","か","katakana_remains;special_char"
"kameidosuijin-tokyo-koutouku","亀戸水神","かめいどすいじん","カメイドスイジン","か","special_char"
"kamihatake-nagano-uedashi","神畑","かばたけ","カバタケ","か","special_char"
"kamiishikamii-tokyo-nerimaku","上石神井","かみしゃくじい","カミシャクジイ","か","special_char"
"kamiizumi-tokyo-shibuyaku","神泉","しんせん","シンセン","さ","special_char"
"kamijou-nagano-hakubamura","神城","しんじょう","シンジョウ","さ","special_char"
"kamikanbai-gunma-midorishi","上神梅","かみかんばい","カミカンバイ","か","special_char"
"kamikokorozashiyama-mie-mihamamachi","神志山","かみしむらさん","カミシムラサン","か","special_char"
"kamime-okayama-kumenanmachi","神目","こうめ","コウメ","か","special_char"
"kamimuragakuenmae-kagoshima-ichikikushikinoshi","神村学園前","かみむらがくえんまえ","カミムラガクエンマエ","か","special_char"
"kaminogou-mie-shimashi","上之郷","かみのごう","カミノゴウ","か","special_char"
"kaminoki-osaka-oosakashi","神ノ木","かみノき","カミノキ","か","katakana_remains;special_char"
"kamio-shizuoka-shimadashi","神尾","かみお","カミオ","か","special_char"
"kamisawa-aichi-nagoyashi","神沢","かみさわ","カミサワ","か","special_char"
"kamishiro-akita-senbokushi","神代","かみよ","カミヨ","か","special_char"
