station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"fujitekkumae-shiga-hikoneshi","フジテック前","フジテックまえ","フジテックマエ","その他","katakana_remains"
"fukujin-nara-ooyodomachi","福神","ふくじん","フクジン","は","special_char"
"furawaataun-hyogo-mitashi","フラワータウン","フラワータウン","フラワータウン","その他","katakana_remains"
"furuutsupaaku-shizuoka-hamamatsushi","フルーツパーク","フルーツパーク","フルーツパーク","その他","katakana_remains"
"futagamijinjakuchi-nara-katsuragishi","二上神社口","ふたかみじんじゃぐち","フタカミジンジャグチ","は","special_char"
"gaarayuzawa-niigata-yuzawamachi","ガーラ湯沢","ガーラゆざわ","ガーラユザワ","その他","katakana_remains"
"gakkennaratomikeoka-nara-ikomashi","学研奈良登美ヶ丘","がっけんならとみヶおか","ガッケンナラトミヶオカ","か","kanji_remains;katakana_remains;special_char"
"gannosu-fukuoka-fukuokashi","雁ノ巣","かりノす","カリノス","か","katakana_remains;special_char"
"gatsukeseguchi-kyoto-minamiyamashiromura","月ヶ瀬口","つきがせぐち","ツキガセグチ","た","special_char"
"geibikei-iwate-ichizekishi","猊鼻渓","猊はなけい","猊ハナケイ","その他","kanji_remains"
"genbakudoomumae-hiroshima-hiroshimashi","原爆ドーム前","げんばくドームまえ","ゲンバクドームマエ","か","katakana_remains"
"gonosan-aichi-yatomishi","五ノ三","ごノさん","ゴノサン","か","katakana_remains;special_char"
"gosha-hyogo-koubeshi","五社","ごしゃ","ゴシャ","か","special_char"
"gunmasouja-gunma-maebashishi","群馬総社","ぐんまそうじゃ","グンマソウジャ","か","special_char"
"gurandopurazamae-toyama-toyamashi","グランドプラザ前","グランドプラザまえ","グランドプラザマエ","その他","katakana_remains"
"gurandotoori-kochi-kouchishi","グランド通","グランドどおり","グランドドオリ","その他","katakana_remains"
"haabaarando-hyogo-koubeshi","ハーバーランド","ハーバーランド","ハーバーランド","その他","katakana_remains"
"haamoniihooru-fukui-fukuishi","ハーモニーホール","ハーモニーホール","ハーモニーホール","その他","katakana_remains"
"hachinohenosato-osaka-higashioosakashi","八戸ノ里","はちのへノさと","ハチノヘノサト","は","katakana_remains;special_char"
"hachitsushima-fukui-fukuishi","八ツ島","やツしま","ヤツシマ","や","katakana_remains"
"haginochaya-osaka-oosakashi","萩ノ茶屋","はぎノちゃや","ハギノチャヤ","は","katakana_remains;special_char"
"hagiwaratenjin-osaka-sakaishi","萩原天神","はぎわらてんじん","ハギワラテンジン","は","special_char"
"hajinosato-osaka-fujiiderashi","土師ノ里","はじノさと","ハジノサト","は","katakana_remains;special_char"
"hakodateariinamae-hokkaido-hakodateshi","函館アリーナ前","はこだてアリーナまえ","ハコダテアリーナマエ","は","katakana_remains"
"hakonekesaki-tokyo-mizuhomachi","箱根ヶ崎","はこねがさき","ハコネガサキ","は","special_char"
"hamachouaakeedo-nagasaki-nagasakishi","浜町アーケード","はまちょうアーケード","ハマチョウアーケード","は","katakana_remains;special_char"
"hanedakuukoudai1.dai2taaminaru-tokyo-ootaku","羽田空港第1・第2ターミナル","はねだくうこうだい1・だい2ターミナル","ハネダクウコウダイ1・ダイ2ターミナル","は","katakana_remains"
"hanedakuukoudai1taaminaru-tokyo-ootaku","羽田空港第1ターミナル","はねだくうこうだい1ターミナル","ハネダクウコウダイ1ターミナル","は","katakana_remains"
"hanedakuukoudai2taaminaru-tokyo-ootaku","羽田空港第2ターミナル","はねだくうこうだい2ターミナル","ハネダクウコウダイ2ターミナル","は","katakana_remains"
"hanedakuukoudai3taaminaru-tokyo-ootaku","羽田空港第3ターミナル","はねだくうこうだい3ターミナル","ハネダクウコウダイ3ターミナル","は","katakana_remains"
