station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"santsusawakamimachi-kanagawa-yokohamashi","三ツ沢上町","みツざわかみまち","ミツザワカミマチ","ま","katakana_remains"
"santsusawashitamachi-kanagawa-yokohamashi","三ツ沢下町","みツざわしもまち","ミツザワシモマチ","ま","katakana_remains"
"santsuya-ishikawa-kanazawashi","三ツ屋","みツや","ミツヤ","ま","katakana_remains"
"sapporobiiruteien-hokkaido-eniwashi","サッポロビール庭園","サッポロビールていえん","サッポロビールテイエン","その他","katakana_remains"
"sasashimaraibu-aichi-nagoyashi","ささしまライブ","ささしまライブ","ササシマライブ","さ","katakana_remains"
"sassa-nagasaki-sasamachi","佐々","さ々","サ々","さ","kanji_remains"
"sawanomachi-osaka-oosakashi","沢ノ町","さわノまち","サワノマチ","さ","katakana_remains;special_char"
"sayamakeoka-saitama-tokorozawashi","狭山ヶ丘","さやまがおか","サヤマガオカ","さ","special_char"
"seikantonnerukinenkan-aomori-sotohamachou","青函トンネル記念館","せいかんトンネルきねんかん","セイカントンネルキネンカン","さ","katakana_remains"
"seikei-shiga-maibarashi","醒ヶ井","さめがい","サメガイ","さ","special_char"
"seisekisakuragaoka-tokyo-tamashi","聖蹟桜ヶ丘","せいせきさくらがおか","セイセキサクラガオカ","さ","special_char"
"sendagaya-tokyo-shibuyaku","千駄ヶ谷","せんだがや","センダガヤ","さ","special_char"
"senryouketaki-nagasaki-saseboshi","潜竜ヶ滝","せんりゅうヶたき","センリュウヶタキ","さ","kanji_remains;katakana_remains;special_char"
"sentaakita-kanagawa-yokohamashi","センター北","センターきた","センターキタ","その他","katakana_remains"
"sentaaminami-kanagawa-yokohamashi","センター南","センターみなみ","センターミナミ","その他","katakana_remains"
"shadai-hokkaido-shiraoimachi","社台","やしろだい","ヤシロダイ","や","special_char"
"shake-kanagawa-ebinashi","社家","しゃけ","シャケ","さ","special_char"
"shakujiikouen-tokyo-nerimaku","石神井公園","しゃくじいこうえん","シャクジイコウエン","さ","special_char"
"shamachi-hyogo-katoushi","社町","やしろちょう","ヤシロチョウ","や","special_char"
"shichikegakutozanguchi-fukushima-minamiaizumachi","七ヶ岳登山口","ななヶだけとざんぐち","ナナヶダケトザングチ","な","kanji_remains;katakana_remains;special_char"
"shichirikehama-kanagawa-kamakurashi","七里ヶ浜","しちりがはま","シチリガハマ","さ","special_char"
"shimajinmei-mie-shimashi","志摩神明","しましんめい","シマシンメイ","さ","special_char"
"shimakehara-mie-igashi","島ヶ原","しまがはら","シマガハラ","さ","special_char"
"shimanokan-shiga-ootsushi","島ノ関","しまノせき","シマノセキ","さ","katakana_remains;special_char"
"shimonogou-nagano-uedashi","下之郷","しものごう","シモノゴウ","さ","special_char"
"shimousakanzaki-chiba-kanzakimachi","下総神崎","しもうさこうざき","シモウサコウザキ","さ","special_char"
"shinagawashiisaido-tokyo-shinagawaku","品川シーサイド","しながわシーサイド","シナガワシーサイド","さ","katakana_remains"
"shinami-yamaguchi-ubeshi","岐波","岐は","岐ハ","その他","kanji_remains"
"shinkamaketani-chiba-kamagayashi","新鎌ヶ谷","しんかまがや","シンカマガヤ","さ","special_char"
"shinkoube-hyogo-koubeshi","新神戸","しんこうべ","シンコウベ","さ","special_char"
"shinkyuudaigakumae-kyoto-minaminishi","鍼灸大学前","鍼やいとだいがくまえ","鍼ヤイトダイガクマエ","その他","kanji_remains"
"shinmeichou-osaka-sakaishi","神明町","しんめいまち","シンメイマチ","さ","special_char"
"shinnokuchi-nara-kashiharashi","新ノ口","しんノくち","シンノクチ","さ","katakana_remains;special_char"
"shinnouhara-gunma-tomiokashi","神農原","かのはら","カノハラ","か","special_char"
"shinochanomizu-tokyo-chiyodaku","新御茶ノ水","しんおちゃノみず","シンオチャノミズ","さ","katakana_remains;special_char"
"shinokawa-kumamoto-asoshi","市ノ川","いちノかわ","イチノカワ","あ","katakana_remains;special_char"
"shinonoi-nagano-naganoshi","篠ノ井","しのノい","シノノイ","さ","katakana_remains;special_char"
"shinose-yamanashi-minobumachi","市ノ瀬","いちノせ","イチノセ","あ","katakana_remains;special_char"
"shinryou-aichi-kasugaishi","神領","しんりょう","シンリョウ","さ","special_char"
"shinsounoki-toyama-kamiichimachi","新相ノ木","しんしょうノき","シンショウノキ","さ","katakana_remains;special_char"
"shintetsudoujou-hyogo-koubeshi","神鉄道場","かみてつどうじょう","カミテツドウジョウ","か","special_char"
"shintetsurokkou-hyogo-koubeshi","神鉄六甲","しんてつろっこう","シンテツロッコウ","さ","special_char"
"shinyurikeoka-kanagawa-kawasakishi","新百合ヶ丘","しんひゃくごうヶおか","シンヒャクゴウヶオカ","さ","kanji_remains;katakana_remains;special_char"
"shinzen-kagawa-sanukishi","神前","しんぜん","シンゼン","さ","special_char"
"shinzen-wakayama-wakayamashi","神前","しんぜん","シンゼン","さ","special_char"
