station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"fujitekkumae-shiga-hikoneshi","フジテック前","フジテックまえ","フジテックマエ","その他","katakana_remains"
"fukujin-nara-ooyodomachi","福神","ふくじん","フクジン","は","special_char"
"furawaataun-hyogo-mitashi","フラワータウン","フラワータウン","フラワータウン","その他","katakana_remains"
"furuutsupaaku-shizuoka-hamamatsushi","フルーツパーク","フルーツパーク","フルーツパーク","その他","katakana_remains"
"futagamijinjakuchi-nara-katsuragishi","二上神社口","ふたかみじんじゃぐち","フタカミジンジャグチ","は","special_char"
"gaarayuzawa-niigata-yuzawamachi","ガーラ湯沢","ガーラゆざわ","ガーラユザワ","その他","katakana_remains"
"gakkennaratomikeoka-nara-ikomashi","学研奈良登美ヶ丘","がっけんならとみヶおか","ガッケンナラトミヶオカ","か","kanji_remains;katakana_remains;special_char"
"gannosu-fukuoka-fukuokashi","雁ノ巣","かりノす","カリノス","か","katakana_remains;special_char"
"gatsukeseguchi-kyoto-minamiyamashiromura","月ヶ瀬口","つきがせぐち","ツキガセグチ","た","special_char"
"geibikei-iwate-ichizekishi","猊鼻渓","猊はなけい","猊ハナケイ","その他","kanji_remains"
"genbakudoomumae-hiroshima-hiroshimashi","原爆ドーム前","げんばくドームまえ","ゲンバクドームマエ","か","katakana_remains"
"gonosan-aichi-yatomishi","五ノ三","ごノさん","ゴノサン","か","katakana_remains;special_char"
"gosha-hyogo-koubeshi","五社","ごしゃ","ゴシャ","か","special_char"
"gunmasouja-gunma-maebashishi","群馬総社","ぐんまそうじゃ","グンマソウジャ","か","special_char"
"gurandopurazamae-toyama-toyamashi","グランドプラザ前","グランドプラザまえ","グランドプラザマエ","その他","katakana_remains"
"gurandotoori-kochi-kouchishi","グランド通","グランドどおり","グランドドオリ","その他","katakana_remains"
"haabaarando-hyogo-koubeshi","ハーバーランド","ハーバーランド","ハーバーランド","その他","katakana_remains"
"haamoniihooru-fukui-fukuishi","ハーモニーホール","ハーモニーホール","ハーモニーホール","その他","katakana_remains"
"hachinohenosato-osaka-higashioosakashi","八戸ノ里","はちのへノさと","ハチノヘノサト","は","katakana_remains;special_char"
"hachitsushima-fukui-fukuishi","八ツ島","やツしま","ヤツシマ","や","katakana_remains"
"haginochaya-osaka-oosakashi","萩ノ茶屋","はぎノちゃや","ハギノチャヤ","は","katakana_remains;special_char"
"hagiwaratenjin-osaka-sakaishi","萩原天神","はぎわらてんじん","ハギワラテンジン","は","special_char"
"hajinosato-osaka-fujiiderashi","土師ノ里","はじノさと","ハジノサト","は","katakana_remains;special_char"
"hakodateariinamae-hokkaido-hakodateshi","函館アリーナ前","はこだてアリーナまえ","ハコダテアリーナマエ","は","katakana_remains"
"hakonekesaki-tokyo-mizuhomachi","箱根ヶ崎","はこねがさき","ハコネガサキ","は","special_char"
"hamachouaakeedo-nagasaki-nagasakishi","浜町アーケード","はまちょうアーケード","ハマチョウアーケード","は","katakana_remains;special_char"
"hanedakuukoudai1.dai2taaminaru-tokyo-ootaku","羽田空港第1・第2ターミナル","はねだくうこうだい1・だい2ターミナル","ハネダクウコウダイ1・ダイ2ターミナル","は","katakana_remains"
"hanedakuukoudai1taaminaru-tokyo-ootaku","羽田空港第1ターミナル","はねだくうこうだい1ターミナル","ハネダクウコウダイ1ターミナル","は","katakana_remains"
"hanedakuukoudai2taaminaru-tokyo-ootaku","羽田空港第2ターミナル","はねだくうこうだい2ターミナル","ハネダクウコウダイ2ターミナル","は","katakana_remains"
"hanedakuukoudai3taaminaru-tokyo-ootaku","羽田空港第3ターミナル","はねだくうこうだい3ターミナル","ハネダクウコウダイ3ターミナル","は","katakana_remains"
"hanenoura-tokushima-ananshi","羽ノ浦","はノうら","ハノウラ","は","katakana_remains;special_char"
"hanshinkokudou-hyogo-nishinomiyashi","阪神国道","はんしんこくどう","ハンシンコクドウ","は","special_char"
"haranomachi-fukushima-minamisoumashi","原ノ町","はらノまち","ハラノマチ","は","katakana_remains;special_char"
"hasukeike-miyazaki-miyazakishi","蓮ヶ池","はちすヶち","ハチスヶチ","は","kanji_remains;katakana_remains;special_char"
"hatagaya-tokyo-shibuyaku","幡ヶ谷","はたヶたに","ハタヶタニ","は","kanji_remains;katakana_remains;special_char"
"hatoketani-saitama-kawaguchishi","鳩ヶ谷","はとがや","ハトガヤ","は","special_char"
"hatonosu-tokyo-okutamamachi","鳩ノ巣","はとノす","ハトノス","は","katakana_remains;special_char"
"hattoritenjin-osaka-toyonakashi","服部天神","はっとりてんじん","ハットリテンジン","は","special_char"
"hausutenbosu-nagasaki-saseboshi","ハウステンボス","ハウステンボス","ハウステンボス","その他","katakana_remains"
"hibarikeoka-tokyo-nishitoukyoushi","ひばりヶ丘","ひばりがおか","ヒバリガオカ","は","special_char"
"hidaichinomiya-gifu-takayamashi","飛騨一ノ宮","ひだいちノみや","ヒダイチノミヤ","は","katakana_remains;special_char"
"higashiisahaya-nagasaki-soushi","東諫早","ひがし諫はや","ヒガシ諫ハヤ","は","kanji_remains"
"higashikanagawa-kanagawa-yokohamashi","東神奈川","ひがしかながわ","ヒガシカナガワ","は","special_char"
"higashinakakami-tokyo-akishimashi","東中神","ひがしなかしん","ヒガシナカシン","は","special_char"
"higashiyama.okadenmyuujiamu-okayama-okayamashi","東山・おかでんミュージアム","ひがしやま・おかでんミュージアム","ヒガシヤマ・オカデンミュージアム","は","katakana_remains"
"hikifune-tokyo-sumidaku","曳舟","曳ふね","曳フネ","その他","kanji_remains"
"hinaguonsen-kumamoto-yashiroshi","日奈久温泉","にち奈ひさおんせん","ニチ奈ヒサオンセン","な","kanji_remains"
"hirekesaki-chiba-nagareyamashi","鰭ヶ崎","ひれがさき","ヒレガサキ","は","special_char"
"hirodenhonshamae-hiroshima-hiroshimashi","広電本社前","ひろでんほんしゃまえ","ヒロデンホンシャマエ","は","special_char"
"hirokamiko-gifu-koubemachi","広神戸","ひろこうべ","ヒロコウベ","は","special_char"
"hirokawabiichi-wakayama-hirogawamachi","広川ビーチ","ひろかわビーチ","ヒロカワビーチ","は","katakana_remains"
"hodogaya-kanagawa-yokohamashi","保土ヶ谷","ほどがや","ホドガヤ","は","special_char"
"honisahaya（isahayashiyakushomae）-nagasaki-soushi","本諫早（諫早市役所前）","ほん諫はや（諫はやしやくしょまえ）","ホン諫ハヤ（諫ハヤシヤクショマエ）","は","kanji_remains"
"horinonai-kanagawa-yokosukashi","堀ノ内","ほりノうち","ホリノウチ","は","katakana_remains;special_char"
"hoshikeoka-aichi-nagoyashi","星ヶ丘","ほしがおか","ホシガオカ","は","special_char"
"hoshikeoka-osaka-hirakatashi","星ヶ丘","ほしがおか","ホシガオカ","は","special_char"
"ichigaya-tokyo-chiyodaku","市ヶ谷","いちがや","イチガヤ","あ","special_char"
"ichigaya-tokyo-shinjukuku","市ヶ谷","いちがや","イチガヤ","あ","special_char"
"ichinoe-tokyo-edogawaku","一之江","いちのえ","イチノエ","あ","special_char"
"ichinoseki-iwate-ichizekishi","一ノ関","いちノせき","イチノセキ","あ","katakana_remains;special_char"
"ichinowari-saitama-kasukabeshi","一ノ割","いちノわり","イチノワリ","あ","katakana_remains;special_char"
"ichitsuki-aichi-kariyashi","一ツ木","ひとツぎ","ヒトツギ","は","katakana_remains"
"idoketani-kanagawa-yokohamashi","井土ヶ谷","いどヶたに","イドヶタニ","あ","kanji_remains;katakana_remains;special_char"
"igakoube-mie-igashi","伊賀神戸","いがこうべ","イガコウベ","あ","special_char"
"ikarikekan-aomori-hirakawashi","碇ヶ関","いかりがせき","イカリガセキ","あ","special_char"
"ikenoue-tokyo-setagayaku","池ノ上","いけノうえ","イケノウエ","あ","katakana_remains;special_char"
"inabasha-tottori-tottorishi","因幡社","いなばやしろ","イナバヤシロ","あ","special_char"
"inamurakesaki-kanagawa-kamakurashi","稲村ヶ崎","いなむらがさき","イナムラガサキ","あ","special_char"
"intekkuhonshamae-toyama-toyamashi","インテック本社前","インテックほんしゃまえ","インテックホンシャマエ","その他","katakana_remains;special_char"
"irikeikekouen-aichi-nagakuteshi","杁ヶ池公園","えぶりヶちこうえん","エブリヶチコウエン","あ","kanji_remains;katakana_remains;special_char"
"iryousentaa-hyogo-koubeshi","医療センター","いりょうセンター","イリョウセンター","あ","katakana_remains"
"isahaya-nagasaki-soushi","諫早","諫はや","諫ハヤ","その他","kanji_remains"
"isahayahigashikoukou-nagasaki-soushi","諫早東高校","諫はやひがしこうこう","諫ハヤヒガシコウコウ","その他","kanji_remains"
"isahaya（unzen.shimabarakuchi）-nagasaki-soushi","諫早（雲仙・島原口）","諫はや（うんぜん・しまばらぐち）","諫ハヤ（ウンゼン・シマバラグチ）","その他","kanji_remains;katakana_remains"
"ishigamimae-tokyo-oumeshi","石神前","いしがみまえ","イシガミマエ","あ","special_char"
"ishikawapuurumae-aomori-hirosakishi","石川プール前","いしかわプールまえ","イシカワプールマエ","あ","katakana_remains"
"ishiuchidamu-kumamoto-joushi","石打ダム","いしうちダム","イシウチダム","あ","katakana_remains"
"isonoura-wakayama-wakayamashi","磯ノ浦","いそノうら","イソノウラ","あ","katakana_remains;special_char"
"issha-aichi-nagoyashi","一社","いちしゃ","イチシャ","あ","special_char"
"isuzukeoka-mie-iseshi","五十鈴ヶ丘","いすずヶおか","イスズヶオカ","あ","kanji_remains;katakana_remains;special_char"
"iwaharasukiibamae-niigata-yuzawamachi","岩原スキー場前","いわはらスキーじょうまえ","イワハラスキージョウマエ","あ","katakana_remains"
"iwanoshita-iwate-ichizekishi","岩ノ下","いわノした","イワノシタ","あ","katakana_remains;special_char"
"izumigaoka-osaka-sakaishi","泉ヶ丘","いずみがおか","イズミガオカ","あ","special_char"
"izumojinzai-shimane-izumoshi","出雲神西","いずものかみにし","イズモノカミニシ","あ","special_char"
"izumokagakukanpaakutaunmae-shimane-izumoshi","出雲科学館パークタウン前","いずもかがくかんパークタウンまえ","イズモカガクカンパークタウンマエ","あ","katakana_remains"
"izumotaishamae-shimane-izumoshi","出雲大社前","いずもたいしゃまえ","イズモタイシャマエ","あ","special_char"
"jinbohara-saitama-kamizatomachi","神保原","じんぼはら","ジンボハラ","さ","special_char"
"jinbouchou-tokyo-chiyodaku","神保町","じんぼうまち","ジンボウマチ","さ","special_char"
"jinguuji-akita-daisenshi","神宮寺","じんぐうじ","ジングウジ","さ","special_char"
"jinguumae-aichi-nagoyashi","神宮前","じんぐうまえ","ジングウマエ","さ","special_char"
"jinguumarutamachi-kyoto-kyoutoshi","神宮丸太町","じんぐうまるたまち","ジングウマルタマチ","さ","special_char"
"jinguunishi-aichi-nagoyashi","神宮西","じんぐうにし","ジングウニシ","さ","special_char"
"jinmachi-yamagata-higashineshi","神町","じんまち","ジンマチ","さ","special_char"
"jinmei-fukui-sabaeshi","神明","しんめい","シンメイ","さ","special_char"
"jinmutera-kanagawa-zushishi","神武寺","じんむてら","ジンムテラ","さ","special_char"
"jinzuikousaten-kumamoto-kumamotoshi","神水交差点","じんずいこうさてん","ジンズイコウサテン","さ","special_char"
"jiyatokomae-shizuoka-fujishi","ジヤトコ前","ジヤトコまえ","ジヤトコマエ","その他","katakana_remains"
"jiyuugaoka-aichi-nagoyashi","自由ヶ丘","じゆうがおか","ジユウガオカ","さ","special_char"
"jouetsukokusaisukiibamae-niigata-minamiuonumashi","上越国際スキー場前","じょうえつこくさいスキーじょうまえ","ジョウエツコクサイスキージョウマエ","さ","katakana_remains"
"jougasakikaigan-shizuoka-itoushi","城ヶ崎海岸","じょうがさきかいがん","ジョウガサキカイガン","さ","special_char"
"joumonshouketa-akita-kitaakitashi","縄文小ヶ田","じょうもんおがた","ジョウモンオガタ","さ","special_char"
"joushuuichinomiya-gunma-tomiokashi","上州一ノ宮","うえしゅういちノみや","ウエシュウイチノミヤ","あ","katakana_remains;special_char"
"juufukeuromikishi-iwate-nodamura","十府ヶ浦海岸","とふがうらかいがん","トフガウラカイガン","た","special_char"
"juunokou-osaka-oosakashi","住ノ江","すみノえ","スミノエ","さ","katakana_remains;special_char"
"jvirejji-fukushima-narahamachi","Jヴィレッジ","Jヴィレッジ","jヴィレッジ","その他","katakana_remains"
"kagamikehara-gifu-kagamiharashi","各務ケ原","かがみがはら","カガミガハラ","か","special_char"
"kaguraoka-hokkaido-asahikawashi","神楽岡","かぐらおか","カグラオカ","か","special_char"
"kagurazaka-tokyo-shinjukuku","神楽坂","かぐらざか","カグラザカ","か","special_char"
"kaikonosha-kyoto-kyoutoshi","蚕ノ社","かいこノしゃ","カイコノシャ","か","katakana_remains;special_char"
"kairakuen-ibaraki-mitoshi","偕楽園","偕らくえん","偕ラクエン","その他","kanji_remains"
"kakarikan-hokkaido-morimachi","掛澗","かけ澗","カケ澗","か","kanji_remains"
"kakikeshima-fukui-oonoshi","柿ケ島","かきがしま","カキガシマ","か","special_char"
"kamakefuchi-toyama-tateyamamachi","釜ヶ淵","かまヶふち","カマヶフチ","か","kanji_remains;katakana_remains;special_char"
"kamaketani-chiba-kamagayashi","鎌ヶ谷","かまがや","カマガヤ","か","special_char"
"kamaketanidaibutsu-chiba-kamagayashi","鎌ヶ谷大仏","かまがやだいぶつ","カマガヤダイブツ","か","special_char"
"kamanohana-nagasaki-soushi","釜ノ鼻","かまノはな","カマノハナ","か","katakana_remains;special_char"
"kameidosuijin-tokyo-koutouku","亀戸水神","かめいどすいじん","カメイドスイジン","か","special_char"
"kamihatake-nagano-uedashi","神畑","かばたけ","カバタケ","か","special_char"
"kamiishikamii-tokyo-nerimaku","上石神井","かみしゃくじい","カミシャクジイ","か","special_char"
"kamiizumi-tokyo-shibuyaku","神泉","しんせん","シンセン","さ","special_char"
"kamijou-nagano-hakubamura","神城","しんじょう","シンジョウ","さ","special_char"
"kamikanbai-gunma-midorishi","上神梅","かみかんばい","カミカンバイ","か","special_char"
"kamikokorozashiyama-mie-mihamamachi","神志山","かみしむらさん","カミシムラサン","か","special_char"
"kamime-okayama-kumenanmachi","神目","こうめ","コウメ","か","special_char"
"kamimuragakuenmae-kagoshima-ichikikushikinoshi","神村学園前","かみむらがくえんまえ","カミムラガクエンマエ","か","special_char"
"kaminogou-mie-shimashi","上之郷","かみのごう","カミノゴウ","か","special_char"
"kaminoki-osaka-oosakashi","神ノ木","かみノき","カミノキ","か","katakana_remains;special_char"
"kamio-shizuoka-shimadashi","神尾","かみお","カミオ","か","special_char"
"kamisawa-aichi-nagoyashi","神沢","かみさわ","カミサワ","か","special_char"
"kamishiro-akita-senbokushi","神代","かみよ","カミヨ","か","special_char"
"kamishiro-yamaguchi-iwakunishi","神代","かみよ","カミヨ","か","special_char"
"kamishiro（nabeshimateizen）-nagasaki-unzenshi","神代（鍋島邸前）","くましろ（なべしまていまえ）","クマシロ（ナベシマテイマエ）","か","special_char"
"kamisugi-hiroshima-mitsugishi","神杉","かみすぎ","カミスギ","か","special_char"
"kamiya-shizuoka-fujishi","神谷","かみや","カミヤ","か","special_char"
"kamiyachou-tokyo-minatoku","神谷町","かみやまち","カミヤマチ","か","special_char"
"kamiyama-niigata-aganoichi","神山","かみやま","カミヤマ","か","special_char"
"kamiyashiro-aichi-nagoyashi","上社","かみやしろ","カミヤシロ","か","special_char"
"kanagawa-kanagawa-yokohamashi","神奈川","かながわ","カナガワ","か","special_char"
"kanagawashinmachi-kanagawa-yokohamashi","神奈川新町","かながわしんまち","カナガワシンマチ","か","special_char"
"kanda-nagasaki-sasamachi","神田","かんだ","カンダ","か","special_char"
"kanda-tokyo-chiyodaku","神田","かんだ","カンダ","か","special_char"
"kandachi-ibaraki-tsuchiurashi","神立","かんだつ","カンダツ","か","special_char"
"kanda（koutsuukyokumae）-kagoshima-kagoshimashi","神田（交通局前）","かんだ（こうつうきょくまえ）","カンダ（コウツウキョクマエ）","か","special_char"
"kanekefuchi-tokyo-sumidaku","鐘ヶ淵","かねヶふち","カネヶフチ","か","kanji_remains;katakana_remains;special_char"
"kankehara-gifu-sekigaharamachi","関ヶ原","せきがはら","セキガハラ","さ","special_char"
"kanmata-fukushima-tamurashi","神俣","かんまた","カンマタ","か","special_char"
"kannabe-hiroshima-fukuyamashi","神辺","かんべ","カンベ","か","special_char"
"kanno-hyogo-kakogawashi","神野","かみの","カミノ","か","special_char"
"kannomiya-mie-tsushi","関ノ宮","せきノみや","セキノミヤ","さ","katakana_remains;special_char"
"kanyuushahikosan-fukuoka-soedamachi","歓遊舎ひこさん","歓遊しゃひこさん","歓遊シャヒコサン","その他","kanji_remains"
"kanzaki-saga-kanzakishi","神埼","かんざき","カンザキ","か","special_char"
"kanzakigawa-osaka-oosakashi","神崎川","かんざきがわ","カンザキガワ","か","special_char"
"kan々saka-kumamoto-kumamotoshi","韓々坂","かん々さか","カン々サカ","か","kanji_remains"
"kashiharajinguumae-nara-kashiharashi","橿原神宮前","かしはらじんぐうまえ","カシハラジングウマエ","か","special_char"
"kashiharajinguunishiguchi-nara-kashiharashi","橿原神宮西口","かしはらじんぐうにしぐち","カシハラジングウニシグチ","か","special_char"
"kashiijinguu-fukuoka-fukuokashi","香椎神宮","かしいじんぐう","カシイジングウ","か","special_char"
"kashimajinguu-ibaraki-kashimashi","鹿島神宮","かしまじんぐう","カシマジングウ","か","special_char"
"kashimasakkaasutajiamu-ibaraki-kashimashi","鹿島サッカースタジアム","かしまサッカースタジアム","カシマサッカースタジアム","か","katakana_remains"
"kashiwanohakyanpasu-chiba-kashiwashi","柏の葉キャンパス","かしわのはキャンパス","カシワノハキャンパス","か","katakana_remains"
"kasumigaseki-saitama-kawagoeshi","霞ヶ関","かすみがせき","カスミガセキ","か","special_char"
"kasumigaseki-tokyo-chiyodaku","霞ヶ関","かすみがせき","カスミガセキ","か","special_char"
"kasumikeoka-hyogo-koubeshi","霞ヶ丘","かすみがおか","カスミガオカ","か","special_char"
"kasumikeoka-nara-ikomashi","霞ヶ丘","かすみがおか","カスミガオカ","か","special_char"
"kasumikeura-mie-yokkaichishi","霞ヶ浦","かすみがうら","カスミガウラ","か","special_char"
"katabiranotsuji-kyoto-kyoutoshi","帷子ノ辻","かたびらノつじ","カタビラノツジ","か","katakana_remains;special_char"
"katasekounoshima-kanagawa-fujisawashi","片瀬江ノ島","かたせえノしま","カタセエノシマ","か","katakana_remains;special_char"
"kawanoe-ehime-shikokuchuuoushi","川之江","かわのえ","カワノエ","か","special_char"
"kawarakehama-shiga-ootsushi","瓦ヶ浜","かわらがはま","カワラガハマ","か","special_char"
"kazusaichinomiya-chiba-ichinomiyamachi","上総一ノ宮","かつさいちノみや","カツサイチノミヤ","か","katakana_remains;special_char"
"keeburuenryakutera-shiga-ootsushi","ケーブル延暦寺","ケーブルえんりゃくじ","ケーブルエンリャクジ","その他","katakana_remains;special_char"
"keeburuhachimanguukuchi-kyoto-yahatashi","ケーブル八幡宮口","ケーブルはちまんぐうぐち","ケーブルハチマングウグチ","その他","katakana_remains;special_char"
"keeburuhachimanguuyamagami-kyoto-yahatashi","ケーブル八幡宮山上","ケーブルはちまんぐうさんじょう","ケーブルハチマングウサンジョウ","その他","katakana_remains;special_char"
"keeburuhiei-kyoto-kyoutoshi","ケーブル比叡","ケーブルひえい","ケーブルヒエイ","その他","katakana_remains;special_char"
"keeburusakamoto-shiga-ootsushi","ケーブル坂本","ケーブルさかもと","ケーブルサカモト","その他","katakana_remains;special_char"
